Device_Fail,Gear_Type,Velocity,Torque(Nm),Wear_Measure,Sensor_1,Sensor_2
N,X,1530,40.4,112,300.4,326.7037037
N,Z,1526,34.9,140,296.2,317.4444444
N,X,1403,47.7,24,300.5,330.7777778
Y,Z,1349,55.1,187,302.5,330.4074074
N,Y,1416,42.7,241,302.8,337.4444444
N,Z,1779,26.1,169,299.9,327.0740741
N,Z,1656,32.7,44,300.6,329.2962963
N,Z,1619,30.9,142,303.8,338.1851852
N,Y,1401,49.9,79,300.4,334.8518519
N,Y,1734,25,116,302.2,334.4814815
N,Y,1480,45.7,200,302.4,333
N,Z,1674,30.8,,303.5,336.7037037
N,Z,1895,23.2,161,302,330.4074074
N,Z,1734,29.9,72,300.6,335.2222222
N,Z,1433,53.8,86,300.3,331.1481481
N,Z,1671,26.8,199,300.9,328.9259259
N,Z,1519,39.6,167,301.1,328.1851852
N,Z,1451,39.7,123,301.2,330.037037
N,Z,1571,37.4,50,298.4,321.5185185
N,Z,1688,30.7,161,300.7,333
N,Z,1627,33.4,99,298.6,327.8148148
N,Z,1989,20.3,186,297.2,321.1481481
N,Y,1994,19.8,189,300.5,328.5555556
N,Y,1389,52.8,0,299.9,326.3333333
N,Z,1309,51.1,188,299.1,331.5185185
N,Z,1427,38.9,213,302.6,334.4814815
N,X,1769,27.9,40,303.4,337.4444444
N,Y,1371,61.7,102,300.7,337.8148148
N,Y,1783,23.1,190,302,331.8888889
Y,Z,1431,49.7,210,297.2,321.8888889
N,Y,1392,60.5,10,302,331.1481481
N,Z,1628,30.2,80,297.3,321.1481481
N,X,1365,52.4,76,297.4,326.3333333
N,Y,1678,28.1,63,300.8,332.2592593
N,X,1506,35.6,63,300.2,326.3333333
N,Z,1447,58.1,129,297.4,324.4814815
N,Z,1389,50,214,300.9,331.5185185
N,X,1385,42.2,98,298.2,323
N,Z,1318,55,194,301.7,331.5185185
N,Y,1469,48.8,183,297.7,321.8888889
N,Z,1496,37.9,194,298.4,324.8518519
N,Z,1305,64.7,66,300.1,333.7407407
N,X,1453,45.8,105,297.2,322.6296296
N,Z,1393,54.2,80,299.3,324.1111111
N,Y,1490,43.4,154,297.6,323.3703704
N,Y,1331,50.2,98,299.8,327.4444444
N,Z,1429,44.3,201,297.5,324.1111111
N,Z,1505,41.1,129,300.9,334.4814815
N,X,1600,33.5,175,298.9,327.4444444
N,Z,1534,39.7,83,299.2,331.1481481
N,Y,1440,46.3,64,296.9,321.8888889
Y,Z,1509,35,205,304.4,342.6296296
N,Z,1546,43.4,114,298.9,324.1111111
N,Z,1601,31.7,180,300.3,328.5555556
N,Z,1518,39.3,196,301,336.3333333
N,Z,1434,44.9,15,302,333.3703704
N,Z,1556,39.1,48,301.5,330.7777778
N,X,1513,38,38,300.9,335.962963
N,Y,1614,30.7,106,298,324.1111111
N,Y,1448,43.7,46,297.5,327.0740741
N,Z,1500,36.7,104,298,324.8518519
N,Y,1526,37.3,135,299.2,323.3703704
N,Z,1538,38.4,195,301.3,330.4074074
N,Y,1524,34.8,86,302.5,335.962963
N,Z,1620,35.8,5,298,322.2592593
N,Z,1397,46.9,82,302.6,335.962963
N,Z,1349,50.4,30,300.4,327.0740741
N,Z,1605,33,151,299.7,325.2222222
N,Z,1394,44.3,121,300.1,330.7777778
N,Y,1581,35.7,117,300.6,326.7037037
N,X,1435,43,202,297.2,321.5185185
N,Z,1308,55.2,87,297.9,320.4074074
N,Y,1445,45.2,55,298,328.5555556
N,Z,1548,34.5,214,299,328.5555556
N,Y,1555,37.6,142,298.9,323.3703704
N,Z,1390,57,92,299.4,324.4814815
Y,Z,1363,46.7,29,303.2,333.3703704
N,Z,1791,27.3,63,298.1,321.8888889
N,Z,1355,49.1,188,303.7,340.4074074
N,Z,1432,43.1,16,300.5,335.962963
N,Y,1473,48.1,87,300.7,327.4444444
N,Y,1444,43.1,115,302.3,333.7407407
N,X,1594,36.8,82,302.2,334.8518519
N,Z,1363,46.3,62,301,333.3703704
N,Y,1362,51.6,212,300.9,331.5185185
N,Y,1605,29.8,142,299.6,326.7037037
N,Z,1498,39.3,23,300.8,335.962963
N,Y,1356,44.4,136,300.4,328.1851852
N,Z,1767,25.6,105,300.8,337.8148148
N,Y,2280,15.7,11,301.2,329.2962963
N,Y,1631,35.4,64,299.2,323.7407407
N,X,1657,33.1,187,299.1,328.9259259
N,Z,1449,41.7,132,303.4,334.8518519
N,Y,1506,39.5,158,301.7,333
N,Z,1484,43.4,172,298.3,323
N,Y,1608,35.3,167,300.7,333
N,Y,1452,45.7,164,301.6,330.4074074
Y,Y,1243,74.5,194,298.8,329.2962963
N,X,1428,46.6,13,297.6,327.4444444
N,Y,1304,62.8,118,300.3,334.8518519
N,Z,1412,50.7,24,297.8,318.9259259
N,Z,1706,30.8,111,296.8,321.1481481
N,Z,1305,47.2,155,297.9,323.3703704
N,X,1373,44.1,81,299.4,325.5925926
N,Y,1827,28,178,299,330.037037
N,Y,1484,37.9,73,298.9,329.2962963
N,Y,1585,34.3,33,298.2,324.8518519
N,X,1629,33.5,73,303.5,334.4814815
N,Y,1692,32.3,5,301.4,331.5185185
N,Y,1406,50.2,119,300.5,328.9259259
N,Y,1617,34.3,101,301.4,331.5185185
N,Z,1670,35.9,68,299.4,325.5925926
N,Y,1491,38.5,166,299.1,323.7407407
N,Z,1395,53.9,123,303.7,338.9259259
N,Y,1380,45.8,70,301.7,331.1481481
N,Z,1667,35.6,185,298.6,326.7037037
N,Z,1531,53.4,57,301.3,331.8888889
N,Y,1406,48.8,159,302,333
Y,Z,1336,58.2,110,302,330.4074074
N,X,1420,39.2,176,298.3,321.1481481
N,Z,1361,53.8,167,299.8,328.9259259
N,Z,1688,28.6,135,300.6,328.1851852
N,Z,1490,38.1,125,300.9,331.8888889
N,Y,1469,36.9,143,302.8,337.0740741
N,Y,1539,37.4,96,302,331.1481481
N,Z,1582,37.9,197,296.6,319.6666667
N,X,1355,44.8,127,299.7,325.962963
N,Y,1537,37.5,6,300.3,328.9259259
N,Y,1589,39,122,302.6,332.6296296
N,X,1417,48.7,26,302.9,337.4444444
N,Z,1892,21.8,177,301.9,330.7777778
N,Z,1865,23.9,129,302.4,330.4074074
N,Y,1712,28.5,43,295.7,315.2222222
N,Z,1446,44,146,302.5,330.037037
N,Z,1567,33.1,168,302.2,334.4814815
N,Z,1603,34.6,65,297.4,323
N,Z,1499,35,215,302.6,336.7037037
N,Z,1699,27.8,199,297.8,323.3703704
N,Z,1595,38.8,154,300.3,334.8518519
N,Z,1544,40.8,37,297.5,322.6296296
N,Z,1636,29.9,201,299.3,324.4814815
N,X,1627,37.1,168,303,337.8148148
N,X,1427,44.6,87,300.6,335.2222222
N,Y,1778,27.1,215,300.7,331.1481481
N,Y,1492,39.3,131,299.7,330.7777778
N,Y,1628,36.8,121,296,316.3333333
Y,Z,1310,61,189,298.2,323
N,X,1411,53.8,73,298,324.4814815
N,Z,1477,49.9,72,298.2,323
N,Y,1444,43.2,27,300.9,330.7777778
N,Z,1376,53.6,119,300.8,338.5555556
N,Z,1202,59.5,40,300.2,330.037037
N,Y,1576,40.4,92,300.9,330.4074074
N,Y,1463,42.5,190,298.3,321.5185185
N,Z,1339,62.3,156,303.9,338.9259259
N,X,1432,43.6,127,300.2,334.4814815
N,Y,1440,45.5,146,299.3,331.5185185
N,Y,1543,33.3,71,303.5,337.4444444
N,Z,1476,45.3,166,299.6,325.5925926
N,Y,1355,50.1,104,302.3,335.5925926
N,Z,1337,56.5,5,296.8,321.1481481
N,Y,1456,43.6,45,301.9,332.2592593
N,Y,1436,48.2,201,298,324.1111111
N,Y,1391,50.4,13,298.3,324.4814815
N,X,1546,35.3,190,298.9,327.4444444
N,Z,1601,34,181,300.9,332.2592593
N,Y,1430,53.5,189,303.9,339.6666667
N,Z,1387,53.6,94,301.3,331.1481481
N,Z,1484,43.1,13,300.1,334.1111111
N,Z,1396,50,96,297,320.7777778
N,Z,1395,44.5,181,300,326.7037037
N,Z,1727,27.7,50,302.1,334.4814815
N,Z,1574,33.8,63,302.5,336.3333333
N,Y,1365,50,70,300.6,327.4444444
N,Z,1502,39.5,103,303.6,338.5555556
N,Z,1755,27.9,148,300.9,332.2592593
N,Z,1502,42,103,298.3,321.1481481
N,Z,1565,36.1,127,299,330.4074074
N,X,1436,51.9,153,298.2,324.4814815
N,Z,1457,51.4,61,300.7,333.3703704
N,Z,1550,38.8,53,298.8,328.5555556
N,Z,1548,37.9,58,300.7,337.4444444
N,Y,1414,46.2,165,297,321.1481481
N,Y,1349,52.1,104,298.3,324.4814815
N,Z,1407,42.1,5,304,340.037037
N,Y,1909,23.2,25,302.3,334.1111111
Y,Y,1373,47.3,60,303.3,334.4814815
N,Y,1435,50.1,168,299.7,332.6296296
N,X,1408,39.8,132,304,340.4074074
N,Z,1489,40.4,11,298,322.2592593
N,Z,1543,33.1,39,302.3,334.4814815
N,Z,1334,49.3,42,298.8,328.1851852
N,X,1388,58.5,68,301.1,331.1481481
N,X,1479,40.9,87,297.7,324.8518519
N,Z,1590,36.3,93,300.7,337.4444444
N,Y,1588,35.6,114,300.8,338.5555556
N,Z,1653,29.7,137,296.9,320.7777778
N,Z,1486,46.8,56,300.7,333.3703704
N,X,1496,43.8,218,302.5,334.4814815
N,Y,1532,38.8,96,302.5,335.962963
N,Z,1415,48.2,117,302.5,330.4074074
N,Z,1510,37.3,36,303.3,334.1111111
N,Z,1585,38.9,9,304.4,342.2592593
N,Y,1543,43.7,8,297.8,320.7777778
N,Y,1838,24,235,299.1,330.037037
N,Z,1590,38.5,148,300.7,337.0740741
N,Z,1448,48.9,65,295.5,314.8518519
Y,Z,1365,52.9,218,298,322.2592593
N,Z,1390,50.3,196,298.6,327.4444444
N,Z,1609,35,103,298.4,323.7407407
N,X,1526,41.8,160,298,323.7407407
N,Z,1423,44.2,189,300.4,328.9259259
N,Z,1453,47.6,28,300.1,326.7037037
N,Y,1419,47.4,142,298.1,320.4074074
N,Z,1620,31,141,303.5,335.2222222
N,Y,1602,31.3,210,299.5,325.2222222
N,Z,1564,34.1,150,301.6,331.8888889
N,Z,1519,36.9,41,298.3,325.2222222
N,Y,1751,26.6,111,297.9,324.1111111
N,Z,1541,37.2,118,299.3,325.962963
N,Z,1441,43.8,210,300.9,336.3333333
N,Z,1437,51.3,42,303.7,339.2962963
N,Z,1467,37.1,153,301.2,332.2592593
N,Z,1822,25.4,202,297.6,325.2222222
N,Z,1739,27.5,128,299.8,327.0740741
N,X,1432,50,45,299,329.2962963
Y,Z,1329,53.6,207,299.1,324.4814815
N,Y,1848,23.7,37,297.6,323.3703704
N,Y,1510,42.2,36,303.4,335.962963
N,Y,1410,45.6,47,298.7,325.962963
N,Y,1352,44,126,300.7,327.0740741
N,Z,1449,46.5,26,298.6,326.3333333
N,Z,1740,23.7,86,304.2,341.5185185
N,Z,1507,39.1,194,301.3,330.4074074
N,Y,1742,28.9,150,299.2,323.3703704
N,Y,1403,44.3,25,297.5,323
N,Z,1686,30.4,53,298.9,322.2592593
N,Z,1479,47,22,300.2,325.5925926
N,Z,1655,31.1,136,296.2,317.0740741
N,Z,1682,30.7,78,300.6,327.4444444
N,Z,1462,45.1,115,298.5,327.4444444
N,Z,1356,45.7,149,300.1,334.1111111
N,Z,1524,34.1,128,299.1,322.6296296
N,Z,1619,34.9,57,300.7,331.8888889
N,X,1628,30.6,105,302.2,333
N,Z,1446,48.1,88,297.4,323.7407407
N,Z,1610,35,6,297.6,326.3333333
N,Y,1434,48,82,299.8,327.4444444
N,Z,1755,27.9,56,299,330.7777778
N,Y,1555,36.1,35,302.7,331.8888889
N,Y,1498,38.1,176,299.8,333
N,Z,1412,48.9,56,299.5,328.9259259
N,Z,1508,36.3,69,298.8,328.1851852
N,Y,1503,37.4,109,299.2,324.4814815
N,Z,1618,31.5,108,298.3,326.7037037
N,Z,1388,48.6,27,297.5,322.6296296
N,X,1462,40.4,19,299.7,330.037037
N,Z,1448,46.3,196,299.6,332.2592593
N,X,1911,21.6,126,298.8,328.1851852
N,Y,1392,43.9,0,296.9,320.7777778
N,X,1438,43.2,12,302,331.1481481
N,X,1850,23.3,203,302.5,333
N,Y,1528,36.7,197,298.7,328.1851852
N,Y,1456,42.9,122,297.3,323.7407407
N,Y,1346,44.6,142,301.8,332.2592593
N,Z,1430,52.4,178,297.9,320.037037
N,Y,1590,35.9,22,299.5,325.962963
N,Z,1477,41.7,15,302.2,334.1111111
N,Y,1423,38.6,199,301,332.6296296
N,Y,1875,22.1,100,300.5,335.962963
N,Y,1604,29.5,14,298.8,323
N,Z,1478,42.3,193,297.6,322.6296296
N,Z,1657,31.1,151,300.8,328.1851852
N,Z,1564,40,172,299.8,333.3703704
N,Y,1629,32.1,55,300,333.7407407
N,Z,1764,29.9,162,302.8,337.4444444
N,Z,1687,26.6,16,301.6,329.2962963
N,Z,1404,46.6,119,303.7,337.8148148
N,Z,1584,32.2,17,301.4,331.5185185
N,Z,1481,40.4,93,302.2,334.4814815
N,Y,1372,54.2,49,301.3,331.8888889
N,Z,1289,48.3,42,298.1,320.4074074
N,X,1597,28.9,179,302.4,329.2962963
N,Z,1408,47.2,0,299.2,325.2222222
N,X,1749,29.2,5,302.2,333.7407407
N,Z,1637,32.9,19,303.6,338.9259259
Y,Z,1326,48.2,77,301.6,329.2962963
N,Z,1608,33,160,301.7,332.2592593
N,Z,1376,47.6,45,301.3,331.1481481
N,Y,1460,43.9,103,303,333.3703704
N,Z,1670,30,40,301.2,331.1481481
N,X,1512,39,143,301.5,331.1481481
N,Y,1433,48.1,14,301.1,328.9259259
N,Z,1972,19.3,177,299.5,326.3333333
N,Z,1568,33.7,175,297.4,325.2222222
N,Z,1539,36.9,206,301.3,332.6296296
N,X,1294,55.8,202,298.8,330.7777778
N,Z,1989,22.3,121,300.3,335.2222222
N,Z,1550,45.5,72,302.9,338.1851852
N,Y,1641,34.6,178,300.7,328.9259259
N,Z,1514,41,120,296.9,321.5185185
N,Z,1284,60.3,50,297.4,322.6296296
N,Y,1342,48.1,54,298.1,322.2592593
N,Z,1756,29.7,28,303.5,336.3333333
N,Z,1673,28.9,171,300.4,333.3703704
N,Z,1688,32,155,302.7,336.7037037
N,Z,1603,30.5,176,300.2,335.2222222
N,Z,1603,34.1,17,300.7,335.5925926
N,Z,1611,32.7,44,300.5,334.1111111
N,X,1557,36.5,63,296.9,321.1481481
Y,Z,1308,57.6,197,302,328.5555556
N,Z,1583,37.2,189,297,320.7777778
N,Y,1443,38.2,85,297.6,323.3703704
N,Y,1494,42.6,96,298,324.1111111
N,Y,1315,56.8,59,298.1,324.1111111
N,Y,1724,33,171,301.7,330.7777778
N,Z,1668,37.8,5,297.7,318.5555556
N,Z,1512,38.8,109,299,330.4074074
N,Y,1598,29.4,148,297.3,321.5185185
N,Z,1339,53.2,67,295.8,315.5925926
N,Y,1675,28.4,115,298.6,327.8148148
N,Y,1492,35.5,88,297.6,323.7407407
N,Y,1500,36.7,164,302.4,330.7777778
N,Z,1441,44.5,4,297.5,323
N,Z,1877,24.3,,298,321.8888889
N,Z,1434,46.8,2,299.2,323
N,Z,1378,55.5,35,302.2,333.7407407
N,Z,1831,25.4,81,298.9,330.4074074
N,Z,1633,34.8,41,298,327.4444444
N,Z,1301,56,63,298.1,322.6296296
N,Z,1452,42.3,56,302.2,332.2592593
N,Z,1461,44.3,158,300.8,327.8148148
N,Z,1472,36.1,97,299,330.037037
N,Z,1535,39.2,133,296.9,321.1481481
N,Z,1381,47.9,33,301.3,331.8888889
N,Z,1379,49.1,135,298.1,320.7777778
N,Z,1609,36,162,302.6,334.4814815
N,Z,1414,47,11,302.3,335.2222222
N,Z,1577,36.6,14,299.5,326.3333333
N,Z,1532,42.6,54,298,323.7407407
N,Z,1813,28.5,197,301,332.2592593
N,Z,1521,37.2,131,299.6,333
N,Z,1570,34.8,175,298.3,323.7407407
N,Z,1450,44.8,63,298.8,326.3333333
N,Z,1491,43.2,7,297.6,325.2222222
N,Z,1352,49.7,184,299.7,327.0740741
N,Y,1518,40.2,130,300.1,333.7407407
N,Z,1592,33.9,85,298.1,325.2222222
N,Z,1549,34.7,189,300.1,334.4814815
N,Z,1542,40,188,301.7,331.5185185
N,Z,1763,25.9,3,301.7,331.5185185
Y,Z,1370,51.7,153,301.9,330.4074074
N,Y,1407,42.4,218,300.7,331.1481481
N,Z,1450,48.7,138,298,320.037037
N,Z,1440,41.5,197,301.3,330.4074074
N,Z,1579,28,220,301.5,331.1481481
N,Z,1418,47.7,73,300.1,334.1111111
N,Z,1490,44,41,304.2,341.5185185
N,Z,1560,47.7,26,300.1,326.7037037
N,Z,1384,50.5,38,301.7,329.2962963
N,Y,1484,39.5,22,302.3,334.1111111
N,Z,1473,42.6,107,298,322.6296296
N,X,1518,40.1,142,300.7,331.8888889
Y,Y,1692,29,216,300,334.1111111
N,Z,1444,40,17,297.7,318.5555556
N,Z,1388,53.8,137,298.2,323
N,Z,1472,39.9,51,296.3,319.2962963
N,Z,1617,33.2,185,300.6,327.8148148
N,Y,1467,39.6,78,298.4,325.5925926
N,X,1605,31,18,298.4,321.1481481
N,Z,1507,41.4,74,300,328.5555556
N,Z,1557,38.1,135,296.9,320.7777778
N,Z,1525,40.7,179,303,333
N,Y,1576,34,28,302.2,335.2222222
N,Z,1472,44.2,126,300.6,335.962963
Y,Z,1461,52.9,208,301.2,334.8518519
N,Z,1415,44.2,106,296.5,320.037037
N,Z,1537,35.5,91,302.6,332.6296296
N,Z,1401,42.6,114,300.6,330.4074074
N,Z,2211,15.4,203,302.4,332.6296296
N,X,1524,39.1,100,298.2,325.2222222
N,X,1590,34.3,106,301.9,332.2592593
N,Z,1505,39.4,236,296.7,320.7777778
N,Z,1700,28.8,39,301.5,333.3703704
N,Z,674,26.3,177,298.6,
N,Z,1393,45.7,99,298.7,327.8148148
N,Z,1412,51.6,153,300.4,326.7037037
N,Y,1625,41.2,109,299.9,328.1851852
N,Z,1744,28.5,42,297.6,323.7407407
N,Z,1502,40.5,0,303.7,339.6666667
N,Z,1375,56.9,155,300.2,334.8518519
N,Y,1663,29.6,115,302.2,333.3703704
N,Z,1958,21.5,0,303.3,334.1111111
N,Z,1327,58.8,9,298.6,324.8518519
N,Y,1289,60.5,104,299.4,324.1111111
N,Y,1674,30,12,302.3,334.4814815
N,X,1500,36.7,17,300.6,335.2222222
N,Z,1568,36,23,300.8,334.8518519
N,Z,1456,42.4,59,298.1,321.5185185
N,Z,1405,46.1,79,301,336.7037037
N,Z,1556,38.6,36,298.6,328.5555556
Y,Z,1362,56.8,216,298,322.6296296
N,X,1584,32.7,143,303.5,335.2222222
N,Z,1551,36.8,140,303.9,340.037037
N,Z,1554,36.1,70,297.3,324.4814815
Y,Z,1285,62.6,183,301.4,331.8888889
N,Z,1484,36.2,188,301,334.1111111
N,Y,1638,35.4,116,301.9,332.6296296
N,X,1523,34.2,119,298.6,327.0740741
N,Z,1382,46.5,134,300.5,328.5555556
N,Z,1678,32.3,180,297.4,323.7407407
N,Z,1440,45.4,177,301.4,332.2592593
N,Z,1872,22.5,82,298.8,323.7407407
N,Y,1556,36.5,44,302.9,332.6296296
N,Z,1681,31.3,221,300.8,335.2222222
N,Z,1800,27.6,208,295.5,314.1111111
N,Z,1584,35.2,74,303.5,337.4444444
N,Z,1554,47.7,84,301.3,332.6296296
N,Y,1391,50.6,195,301.7,328.9259259
N,Z,1541,42,23,300.6,329.2962963
N,Z,1715,30.2,,297.7,318.1851852
N,Y,1366,56.1,177,300.4,333.3703704
N,Y,1418,49.5,17,302,333.3703704
N,Y,1704,29.4,221,300.2,330.037037
N,Z,1354,51.8,157,300.5,331.8888889
N,Z,1591,37.5,109,299.8,325.962963
N,Y,1521,42.3,215,299.2,324.8518519
N,Z,1473,39.4,125,299.7,325.5925926
N,Z,1545,35.9,152,302.2,334.8518519
N,Y,1352,55.5,59,302,332.2592593
N,Z,1505,37.7,4,299.7,330.037037
N,Z,1708,31.2,57,300.5,334.4814815
N,Z,1575,37.4,98,297,320.037037
N,Z,2183,17.8,39,300.2,327.0740741
N,Z,1515,46.7,74,298.2,320.7777778
N,Z,1461,46.1,10,302.7,335.5925926
N,Z,1551,41.2,82,301.2,331.5185185
N,Z,1509,47.2,202,300.5,334.8518519
N,Z,1486,40.1,182,300.2,328.9259259
N,Y,1529,41.9,3,297.6,326.3333333
N,Z,1371,52.3,167,299.9,333.7407407
N,Y,1592,35.7,174,301.1,333
N,Y,1362,49.6,158,298.1,324.1111111
N,Z,1642,29.9,100,300.6,330.7777778
N,Y,1594,35.4,134,299.7,330.7777778
N,Z,1512,39.9,181,297.8,323
N,Y,1447,44.5,105,297.3,324.1111111
N,Y,1483,40.2,162,300.7,329.2962963
N,Z,1910,23,153,300.1,334.1111111
N,Z,1539,33.4,2,298.7,328.1851852
N,Y,1301,58.5,155,298,320.037037
N,Z,1336,46.8,179,302.7,337.0740741
N,Z,1433,47.1,101,298.4,323.7407407
N,Z,1459,40.2,96,296.6,320.037037
N,Z,1519,44.6,69,300.6,329.6666667
N,Z,2188,17,32,297.3,322.6296296
N,Z,1420,47,119,300.7,335.5925926
N,Z,1376,52.8,164,302.7,337.0740741
N,Y,1480,40.9,28,300.9,335.962963
N,Z,1476,37.3,20,302.3,334.1111111
N,X,1243,63,163,298.9,330.037037
N,Z,1496,46.4,90,300.7,331.8888889
N,Y,1574,33.5,128,298.9,323.7407407
N,Z,1350,47.7,168,297,321.1481481
N,Y,1630,32.7,83,298.3,321.8888889
N,Y,1514,38.7,66,300.8,332.2592593
N,Z,1465,46,89,300.5,326.3333333
N,X,1563,36.1,100,297.5,326.3333333
N,Z,1665,32.5,93,298.9,326.3333333
N,Y,1640,31.5,199,302.3,335.2222222
N,X,1409,47.5,138,300.4,328.1851852
N,Z,1641,32.6,63,303,333.3703704
N,Y,1397,50.2,71,300.2,335.2222222
N,Z,1604,38.7,185,300,334.1111111
N,Y,1378,49.4,173,301.3,331.1481481
N,Z,1962,20.2,124,301.5,331.1481481
N,Y,1392,51.3,124,296,316.3333333
N,Y,1423,36.8,80,302.1,333
N,Z,2266,15.3,79,299.6,325.5925926
N,Z,1742,27.7,13,297.6,322.6296296
N,Z,1655,29.6,30,300,334.1111111
N,Y,1417,51,137,298,321.1481481
N,Z,1387,57.3,154,298.9,323.3703704
N,Y,1183,61.4,170,300.2,327.8148148
N,Y,1443,47,90,302.2,334.4814815
N,Z,1350,61.1,88,304,340.037037
N,Y,1728,30,12,302.7,335.5925926
N,X,1464,41,29,300.3,334.4814815
N,Z,1769,26.1,38,300.4,328.9259259
N,X,1389,46.5,186,300.7,335.962963
N,Z,1393,44.9,208,301.8,328.9259259
N,Z,1309,49.6,167,297.2,321.1481481
N,Y,1466,39,125,300,334.1111111
N,Z,1588,41.5,150,299.2,324.8518519
N,X,1735,27.2,192,302,328.5555556
N,Z,1729,26.6,73,298.9,324.1111111
N,Y,1662,28.3,15,298.5,324.1111111
N,Z,1505,45.5,141,300.8,333.7407407
N,Z,1366,45.5,11,297.4,322.6296296
N,Y,1386,42.2,30,299.3,323.3703704
N,Z,1644,34.9,186,301.5,330.7777778
N,Z,1855,23.8,33,298.9,322.6296296
N,Z,1620,35.4,51,297.4,326.7037037
N,X,1692,27.9,55,303.3,334.1111111
N,Z,1575,32.5,168,300.5,334.8518519
N,Z,1493,43.7,153,298.1,319.6666667
N,Z,1681,29.8,25,303.5,337.4444444
N,Y,1804,27.4,215,297.5,325.962963
N,Y,1512,36.9,159,301.3,332.2592593
N,Y,1552,37.9,126,301.1,332.2592593
N,Y,1530,39.1,108,297.7,324.8518519
N,Y,1697,30,120,301.2,330.4074074
N,X,1448,44.7,55,300.6,331.1481481
N,Z,1889,22.7,194,302.1,334.1111111
N,Z,1669,32.4,5,299.3,332.2592593
N,Z,1610,33.1,56,298,323.7407407
N,Y,1675,29.5,59,297.4,323
N,Z,1543,39.6,60,300.6,331.5185185
N,Z,1532,38.7,136,297.4,323.7407407
N,Z,1489,39.5,96,297.5,323
N,Z,1680,32.4,76,301.8,331.5185185
N,Y,1468,40.8,32,301.5,329.2962963
N,Y,2156,18,16,300.6,330.7777778
N,Y,1694,31.3,121,299.8,331.1481481
N,Y,1441,40.5,63,298.8,324.4814815
N,Z,1553,42,177,299.8,329.2962963
N,Z,1574,33.5,101,300.5,326.3333333
Y,Z,1396,52.7,212,297.3,322.2592593
N,Z,1746,26.3,187,300.3,335.5925926
N,Z,1445,50.9,34,300.2,330.037037
N,Y,1449,44.1,112,298.9,328.5555556
N,Y,1565,43.5,194,296.5,319.2962963
N,Z,1501,50,203,298.4,324.8518519
N,Z,1634,31.2,182,301,332.6296296
N,Z,1503,42.6,208,300.1,335.2222222
N,Y,1815,27.8,66,303.8,339.6666667
N,Z,1418,46.6,12,300.8,327.8148148
N,Y,1636,35,157,302.5,334.1111111
N,Y,1485,43.3,174,303.9,338.9259259
N,Z,1504,38.7,212,299.8,325.962963
N,Z,1672,30.5,177,299.5,323.7407407
N,Z,1486,42.4,112,303,337.4444444
N,Y,1472,46,199,298.9,327.4444444
Y,Z,1405,61.2,189,300.8,329.2962963
N,Z,1418,42.7,147,300.6,328.1851852
N,Z,1861,23.3,73,299,327.0740741
N,Y,1312,51.4,60,300.5,334.1111111
N,X,1346,52,193,300.7,331.8888889
N,Z,1679,29.8,64,301,332.2592593
N,Z,1520,45.9,146,300.7,331.1481481
N,Z,1616,34.5,155,300.5,327.8148148
N,Z,1927,21.9,195,303.5,335.5925926
N,Z,1606,33.4,176,297.4,321.1481481
N,Z,1573,34.6,14,303.8,339.6666667
N,Z,1491,45.1,101,298.9,329.6666667
N,Z,2232,16.8,0,303.6,337.8148148
N,X,1427,50.7,122,300.4,334.1111111
N,Z,1755,30.4,205,303,333.3703704
N,Y,1471,44.3,67,299.6,325.5925926
N,Z,1451,40.5,168,299.4,324.8518519
N,Z,1369,51.4,164,299.6,325.5925926
N,Y,1484,40.4,61,298.9,329.2962963
N,Z,1528,36.7,147,298.8,328.9259259
N,Y,1510,47.6,16,303.1,332.6296296
N,X,1793,23.9,28,297.5,323
N,Y,1543,49.9,199,298.3,327.0740741
N,Y,1430,43.1,80,298.6,328.1851852
N,Z,1781,29.6,201,299.7,325.962963
N,Y,1581,36.7,101,298.9,325.962963
N,Z,1471,46.5,164,300.4,333.3703704
N,X,1541,32.6,33,296.1,317.4444444
N,Y,1615,37.7,153,301.1,333
N,Y,1430,43.4,198,300.4,328.1851852
N,Y,1515,42.1,81,297.1,323.3703704
N,Z,1261,56.6,98,300.7,329.2962963
N,Z,1637,34.6,207,298.6,328.1851852
N,Z,1552,38.9,23,300.3,334.4814815
N,Y,1547,38,181,300.4,327.8148148
N,Z,1462,52.3,148,297.5,323.3703704
N,Z,1661,35.9,110,300.5,334.4814815
N,Y,1403,45,77,297.3,321.5185185
N,Z,1437,46.7,65,302.5,335.962963
N,Z,1290,49.8,43,297.9,325.2222222
N,Z,1445,49.1,2,302,331.8888889
N,X,1314,47.8,19,298,320.7777778
N,Z,1511,35.7,120,297.3,323.7407407
N,Y,1643,31,89,297.4,323.7407407
N,Z,1503,36.5,191,303.5,337.8148148
N,Z,1449,47.7,209,297.6,324.8518519
N,Z,1489,42.7,33,302.7,330.4074074
N,Y,1659,34.7,94,303.6,335.5925926
N,Z,1590,34.4,64,302.8,337.8148148
N,X,1411,49.7,161,299.8,329.6666667
N,Z,1924,20.6,37,297.6,327.0740741
N,Z,1493,40.3,185,301.8,328.9259259
N,Z,1442,46.2,5,299.5,326.3333333
N,Z,1381,56.7,102,299.4,324.1111111
N,Z,1418,41.2,155,297.8,319.2962963
N,Y,1693,30,80,303.3,336.7037037
Y,Y,1376,46.3,210,302.1,331.5185185
N,X,1553,41,179,299.7,327.4444444
